               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 140,            0.048533,          0.00067737,           0.0045153,             0.52415,              0.2234,             0.25299,             0.11609,            0.012263,           0.0021384,           0.0015791,             0.00137,             0.00137,             0.00137
                 141,            0.048495,          0.00067559,           0.0045253,             0.52481,             0.22309,             0.25303,             0.11597,            0.012265,             0.00214,           0.0015783,           0.0013559,           0.0013559,           0.0013559
                 142,             0.04862,          0.00067662,           0.0045444,             0.52318,             0.22315,             0.25302,              0.1161,            0.012266,           0.0021415,           0.0015771,           0.0013417,           0.0013417,           0.0013417
                 143,            0.048749,          0.00068618,           0.0044912,             0.52765,             0.22298,             0.25346,             0.11615,            0.012269,           0.0021423,            0.001576,           0.0013275,           0.0013275,           0.0013275
                 144,            0.048592,          0.00068173,            0.004503,             0.53176,             0.22246,             0.25305,             0.11619,             0.01227,           0.0021426,           0.0015761,           0.0013133,           0.0013133,           0.0013133
                 145,            0.048509,           0.0006785,           0.0045219,             0.53642,             0.22272,             0.25319,             0.11645,            0.012268,           0.0021429,           0.0015737,           0.0012992,           0.0012992,           0.0012992
                 146,            0.048477,          0.00068877,           0.0045098,             0.54448,             0.22246,             0.25319,             0.11643,            0.012271,           0.0021422,           0.0015726,            0.001285,            0.001285,            0.001285
                 147,            0.048438,          0.00067807,           0.0044843,             0.54568,              0.2233,             0.25366,             0.11661,             0.01227,            0.002143,           0.0015736,           0.0012708,           0.0012708,           0.0012708
                 148,            0.048399,          0.00067703,           0.0044928,             0.54384,              0.2239,             0.25411,             0.11686,             0.01227,            0.002145,           0.0015743,           0.0012566,           0.0012566,           0.0012566
                 149,            0.048618,          0.00068333,           0.0045137,             0.54762,             0.22401,             0.25421,             0.11694,            0.012272,           0.0021479,           0.0015756,           0.0012425,           0.0012425,           0.0012425
                 150,              0.0488,          0.00067833,           0.0045368,             0.55249,             0.22412,             0.25463,             0.11692,            0.012272,            0.002147,           0.0015775,           0.0012283,           0.0012283,           0.0012283
